"","created_on","l5","bedrooms","bathrooms","surface_total","surface_covered","price","property_type"
"80972","2020-11-24","Comas",3,2,150,200,90000,"Departamento"
"80992","2020-11-24","Barranco",3,4,190,261,560000,"Departamento"
"80999","2020-11-24","La Molina",3,3,180,87,240000,"Casa"
"81022","2020-11-24","San Borja",3,3,143,190,340000,"Departamento"
"81046","2020-11-24","Chaclacayo",3,4,157,130,168000,"Casa"
"81055","2020-11-24","Los Olivos",7,7,480,120,400000,"Casa"
"81120","2020-11-24","San Isidro",3,3,221,221,695000,"Departamento"
"81143","2020-11-24","San Miguel",3,2,70,70,112000,"Casa"
"81145","2020-11-24","San Miguel",4,3,160,131,127000,"Departamento"
"81186","2020-11-24","Jesús María",2,2,66,66,115000,"Departamento"
"81205","2020-11-24","Santiago de Surco",4,4,141,282,221500,"Departamento"
"81208","2020-11-24","Santiago de Surco",3,2,96,100,150000,"Departamento"
"81210","2020-11-24","Santiago de Surco",3,2,118,118,220000,"Departamento"
"81211","2020-11-24","Santiago de Surco",3,1,67,67,80000,"Departamento"
"81235","2020-11-24","San Martín de Porres",3,3,95,105,65000,"Departamento"
"81246","2020-11-24","San Juan de Lurigancho",2,1,62,54,75000,"Departamento"
"81686","2021-01-26","Lima Cercado",1,1,45,45,35000,"Departamento"
"81707","2021-01-26","San Martín de Porres",2,1,70,72,63000,"Departamento"
"81722","2021-01-26","Lince",3,2,65,65,100000,"Departamento"
"81733","2021-01-26","Chorrillos",3,3,198,127,320000,"Departamento"
"81741","2021-01-26","Pueblo Libre",3,3,79,117,141000,"Departamento"
"81779","2021-01-26","La Molina",7,3,268,120,235000,"Casa"
"81832","2021-04-19","Rímac",3,2,110,162,95000,"Departamento"
"81846","2021-04-19","Lurigancho",3,5,225,366,295000,"Casa"
"81867","2021-04-19","San Miguel",3,2,87,87,128000,"Departamento"
"81883","2021-04-19","Santiago de Surco",2,2,68,68,99500,"Departamento"
"81891","2021-04-19","Villa el Salvador",16,5,400,100,150000,"Casa"
"81974","2021-05-24","Santiago de Surco",4,3,243,200,390000,"Casa"
"81975","2021-05-24","Villa el Salvador",0,3,183,183,107000,"Casa"
"82040","2021-05-24","Barranco",3,2,76,76,135000,"Departamento"
"82154","2021-06-30","Lima Cercado",1,1,43,43,88000,"Departamento"
"82155","2021-06-30","Chaclacayo",4,2,150,150,115000,"Departamento"
"82156","2021-06-30","Barranco",3,2,110,110,192000,"Departamento"
"82297","2020-10-11","Miraflores",3,4,280,360,485000,"Departamento"
"82298","2020-10-11","Miraflores",3,4,280,360,485000,"Departamento"
"82302","2020-10-11","Punta Negra",8,8,557,464,630000,"Casa"
"82307","2020-10-11","La Molina",6,5,339,450,630000,"Casa"
"82322","2020-10-11","Santiago de Surco",4,3,113,113,120000,"Departamento"
"82332","2020-10-11","Santiago de Surco",3,2,135,157,290000,"Departamento"
"82335","2020-10-11","La Molina",6,8,400,500,960000,"Casa"
"82336","2020-10-11","Santiago de Surco",3,4,155,155,295000,"Departamento"
"82338","2020-10-11","San Isidro",4,4,180,180,350000,"Departamento"
"82339","2020-10-11","Santiago de Surco",4,4,246,307,515000,"Departamento"
"82340","2020-10-11","Santiago de Surco",4,4,246,307,515000,"Departamento"
"82369","2021-08-07","Lima Cercado",5,3,220,262,330000,"Casa"
"82372","2021-08-07","Jesús María",2,2,62,62,115000,"Departamento"
"82373","2021-08-07","San Martín de Porres",2,1,72,72,75000,"Departamento"
"82375","2021-08-07","San Juan de Miraflores",4,3,156,90,175000,"Casa"
"82379","2021-08-07","Miraflores",3,3,130,130,279400,"Departamento"
"82381","2021-08-07","Santiago de Surco",4,3,165,165,340000,"Departamento"
"82383","2021-08-07","San Miguel",5,4,244,200,354000,"Casa"
"82387","2021-08-07","San Borja",4,5,224,246,349000,"Departamento"
"82388","2021-08-07","Santiago de Surco",4,4,148,248,325000,"Departamento"
"82400","2020-09-01","Santiago de Surco",8,7,288,250,730000,"Casa"
"82401","2020-09-01","Barranco",4,3,250,250,299000,"Casa"
"82402","2020-09-01","Cieneguilla",5,7,334,1319,783000,"Casa"
"82406","2020-09-01","Cieneguilla",5,7,334,1319,783000,"Casa"
"82408","2020-09-01","Santiago de Surco",3,4,208,312,590000,"Casa"
"82409","2020-09-01","Magdalena Del Mar",7,7,451,305,1200000,"Casa"
"82442","2020-09-01","La Molina",2,1,59,59,75000,"Departamento"
"82443","2020-09-01","Santiago de Surco",3,2,95,95,180000,"Departamento"
"82444","2020-09-01","Santiago de Surco",3,3,241,241,420000,"Departamento"
"82448","2020-09-01","Santiago de Surco",3,4,190,190,300000,"Departamento"
"82449","2020-09-01","Magdalena Del Mar",3,3,98,105,200000,"Departamento"
"82455","2020-09-01","Santiago de Surco",4,6,215,215,460000,"Departamento"
"82457","2020-09-01","La Molina",3,2,103,103,125000,"Departamento"
"82458","2020-09-01","Ancón",1,1,32,40,45000,"Departamento"
"82459","2020-09-01","Surquillo",3,2,76,76,124000,"Departamento"
"82462","2020-09-01","Ancón",1,1,32,40,45000,"Departamento"
"82463","2020-09-01","Pueblo Libre",10,10,224,224,440000,"Departamento"
"82464","2020-09-01","Miraflores",3,4,140,173,390000,"Departamento"
"82465","2020-09-01","La Molina",3,3,102,102,160000,"Departamento"
"82468","2020-09-01","Surquillo",2,2,51,51,90000,"Departamento"
"82472","2020-09-01","San Borja",3,3,139,133,230000,"Departamento"
"82476","2020-09-01","Santiago de Surco",3,5,153,153,280000,"Departamento"
"82479","2020-09-01","Pueblo Libre",10,10,184,184,370000,"Departamento"
"83003","2020-09-01","Breña",2,2,50,50,70000,"Departamento"
"83004","2020-09-01","Breña",2,2,50,50,66000,"Departamento"
"83005","2020-09-01","San Miguel",3,3,150,50,150000,"Departamento"
"83006","2020-09-01","El Agustino",3,2,62,62,55000,"Departamento"
"83007","2020-09-01","El Agustino",3,2,62,62,55000,"Departamento"
"83013","2020-09-01","San Miguel",3,2,74,74,159000,"Departamento"
"83015","2020-09-01","Santiago de Surco",3,2,75,75,145000,"Departamento"
"83019","2020-09-01","Magdalena Del Mar",3,1,80,80,145000,"Departamento"
"83024","2020-09-01","San Miguel",3,2,82,82,95000,"Departamento"
"83025","2020-09-01","Surquillo",2,2,86,86,138000,"Departamento"
"83026","2020-09-01","Surquillo",2,2,86,86,135000,"Departamento"
"83037","2020-09-01","Santa Anita",2,2,100,100,85000,"Departamento"
"83041","2020-09-01","Santiago de Surco",3,2,114,114,210000,"Departamento"
"83043","2020-09-01","La Molina",4,3,100,114,165000,"Departamento"
"83044","2020-09-01","Los Olivos",8,2,120,120,200000,"Casa"
"83045","2020-09-01","Los Olivos",8,2,120,120,200000,"Casa"
"83046","2020-09-01","Comas",12,5,307,120,185000,"Casa"
"83057","2020-09-01","Lurín",4,3,285,200,165000,"Casa"
"83232","2020-11-10","Comas",8,4,218,140,180000,"Departamento"
"83233","2020-11-10","Comas",6,3,166,140,135000,"Departamento"
"83234","2020-11-10","Comas",6,3,166,140,135000,"Departamento"
"83235","2020-11-10","Comas",8,4,218,140,180000,"Departamento"
"83240","2020-11-10","Lince",3,3,104,104,110000,"Departamento"
"83241","2020-11-10","Lince",3,2,104,104,154000,"Departamento"
"83252","2020-11-10","Breña",1,1,38,38,54000,"Departamento"
"83276","2020-11-10","La Molina",3,3,132,143,189000,"Departamento"
"83277","2020-11-10","La Molina",3,5,229,314,250000,"Departamento"
"83279","2020-11-10","La Molina",3,2,116,116,170000,"Departamento"
"83280","2020-11-10","La Molina",3,2,105,122,180000,"Departamento"
"83281","2020-11-10","La Molina",3,3,103,103,165000,"Departamento"
"83282","2020-11-10","La Molina",3,3,103,103,175000,"Departamento"
"83284","2020-11-10","La Molina",3,3,103,103,175000,"Departamento"
"83285","2020-11-10","La Molina",3,4,108,108,165000,"Departamento"
"83286","2020-11-10","La Molina",3,4,108,108,170000,"Departamento"
"83287","2020-11-10","La Molina",3,4,597,356,913950,"Casa"
"83288","2020-11-10","La Molina",4,5,597,357,927450,"Casa"
"83289","2020-11-10","La Molina",4,5,618,357,918450,"Casa"
"83351","2020-11-10","Miraflores",2,2,83,153,220000,"Departamento"
"83364","2020-11-10","Miraflores",3,2,106,106,265000,"Departamento"
"83365","2020-11-10","Miraflores",2,4,123,123,255000,"Departamento"
"83366","2020-11-10","Miraflores",2,4,123,123,255000,"Departamento"
"83376","2020-11-10","San Isidro",4,4,209,209,500000,"Departamento"
"83382","2020-11-10","San Miguel",1,1,60,60,80000,"Departamento"
"83417","2020-11-10","Jesús María",3,2,78,78,129000,"Departamento"
"83419","2020-11-10","Jesús María",3,2,73,73,134000,"Departamento"
"83432","2020-11-10","Magdalena Del Mar",3,2,111,111,215000,"Departamento"
"83442","2020-11-10","Santiago de Surco",2,2,54,56,147000,"Departamento"
"83444","2020-11-10","Santiago de Surco",2,2,55,55,147000,"Departamento"
"83464","2020-11-10","Santiago de Surco",5,4,323,374,735000,"Departamento"
"83465","2020-11-10","Santiago de Surco",5,4,323,374,735000,"Departamento"
"83572","2020-12-31","Carabayllo",2,1,280,280,90000,"Casa"
"83630","2020-12-31","Punta Hermosa",3,2,112,112,184965,"Departamento"
"83661","2020-12-31","La Molina",7,4,310,174,480000,"Casa"
"83669","2020-12-31","Miraflores",4,4,140,140,253000,"Departamento"
"83685","2020-12-31","La Molina",5,6,336,300,620000,"Casa"
"83686","2020-12-31","La Molina",5,6,336,300,620000,"Casa"
"83690","2020-12-31","San Juan de Lurigancho",8,7,619,135,260000,"Casa"
"83737","2021-01-21","Comas",8,7,250,168,245000,"Casa"
"83739","2021-01-21","San Bartolo",4,4,102,110,198000,"Departamento"
"84025","2021-01-21","San Borja",2,2,128,128,240000,"Departamento"
"84044","2021-01-21","Surquillo",3,2,80,104,142000,"Departamento"
"84190","2021-01-21","Santiago de Surco",8,7,288,250,680000,"Casa"
"84202","2021-01-21","Santiago de Surco",3,2,82,82,142000,"Departamento"
"84263","2021-01-21","San Juan de Miraflores",2,1,64,64,65000,"Departamento"
"84417","2021-05-12","Carabayllo",4,4,125,110,130000,"Casa"
"84422","2021-05-12","Miraflores",3,2,160,160,364800,"Departamento"
"84424","2021-05-12","Miraflores",2,3,116,116,185000,"Departamento"
"84425","2021-05-12","Lima Cercado",3,2,79,134,120000,"Departamento"
"84426","2021-05-12","Independencia",10,6,350,200,160000,"Casa"
"84447","2021-04-05","Carabayllo",3,3,93,96,65000,"Casa"
"84453","2021-04-05","Santiago de Surco",6,3,360,300,550000,"Casa"
"84552","2021-04-05","Lince",3,1,69,69,98000,"Departamento"
"84675","2021-08-09","La Molina",10,11,160,160,620000,"Casa"
"84683","2021-08-09","Miraflores",3,3,120,120,240000,"Departamento"
"84687","2021-08-09","San Isidro",3,4,158,250,515000,"Departamento"
"84689","2021-08-09","San Isidro",3,2,134,134,250000,"Departamento"
"84810","2021-05-13","Lince",4,3,144,144,195000,"Departamento"
"84854","2021-05-13","Santiago de Surco",4,3,165,165,340000,"Departamento"
"84857","2020-09-10","Santiago de Surco",4,4,231,312,629000,"Casa"
"84858","2020-09-10","La Molina",6,6,426,880,1000000,"Casa"
"84859","2020-09-10","San Juan de Lurigancho",3,3,200,2800,550000,"Casa"
"84860","2020-09-10","San Juan de Lurigancho",8,3,315,439,152000,"Casa"
"84861","2020-09-10","Santiago de Surco",0,7,400,400,850000,"Casa"
"84886","2020-09-10","Santiago de Surco",3,3,126,126,296000,"Departamento"
"84887","2020-09-10","Magdalena Del Mar",0,3,104,104,183000,"Departamento"
"84891","2020-09-10","Miraflores",3,4,163,243,480000,"Departamento"
"84894","2020-09-10","Santiago de Surco",2,2,75,75,159500,"Departamento"
"84896","2020-09-10","Los Olivos",2,2,88,236,170000,"Departamento"
"84897","2020-09-10","Lince",1,1,47,47,120000,"Departamento"
"84899","2020-09-10","Punta Hermosa",3,4,154,135,230000,"Departamento"
"84923","2020-09-10","Barranco",1,1,39,39,108755,"Departamento"
"85239","2020-09-10","Barranco",1,1,40,40,106300,"Departamento"
"85242","2020-09-10","La Molina",3,4,273,300,500000,"Casa"
"85247","2020-09-10","Villa María del Triunfo",2,2,64,64,37000,"Departamento"
"85248","2020-09-10","Villa María del Triunfo",2,2,64,64,37000,"Departamento"
"85249","2020-09-10","Villa María del Triunfo",2,2,64,64,50000,"Departamento"
"85250","2020-09-10","Villa María del Triunfo",2,2,64,64,50000,"Departamento"
"85253","2020-09-10","San Isidro",1,2,71,71,160000,"Departamento"
"85254","2020-09-10","San Isidro",1,2,71,71,160000,"Departamento"
"85255","2020-09-10","Chorrillos",3,2,70,72,70000,"Departamento"
"85256","2020-09-10","Chorrillos",3,2,70,72,70000,"Departamento"
"85257","2020-09-10","Lince",3,2,74,74,110000,"Departamento"
"85258","2020-09-10","Lince",3,2,74,74,110000,"Departamento"
"85259","2020-09-10","Lince",3,2,74,74,110000,"Departamento"
"85262","2020-09-10","La Molina",3,2,80,80,169000,"Departamento"
"85267","2020-09-10","Ate",0,2,85,85,77500,"Departamento"
"85272","2020-09-10","Jesús María",3,3,90,90,145000,"Departamento"
"85279","2020-09-10","Lima Cercado",3,1,96,96,78000,"Departamento"
"85283","2020-09-10","Santiago de Surco",3,2,100,100,165000,"Departamento"
"85291","2020-09-10","Barranco",2,2,102,102,310000,"Departamento"
"85295","2020-09-10","San Juan de Lurigancho",3,1,106,106,65000,"Departamento"
"85297","2020-09-10","San Juan de Lurigancho",3,1,106,106,55000,"Departamento"
"85303","2020-09-10","Lurín",4,3,120,120,168000,"Casa"
"85304","2020-09-10","Carabayllo",0,2,130,120,95000,"Casa"
"85305","2020-09-10","Miraflores",2,3,120,120,315000,"Departamento"
"85308","2020-09-10","San Juan de Lurigancho",4,3,250,120,240000,"Casa"
"85309","2020-09-10","San Juan de Lurigancho",4,3,250,120,240000,"Casa"
"85310","2020-09-10","Los Olivos",5,2,254,127,165000,"Casa"
"85312","2020-09-10","Santiago de Surco",3,3,129,129,296000,"Departamento"
"85314","2020-09-10","Santiago de Surco",3,2,90,130,200000,"Departamento"
"85319","2020-09-10","San Martín de Porres",4,3,138,138,150000,"Casa"
"85321","2020-09-10","Villa el Salvador",5,3,200,140,125000,"Casa"
"85324","2020-09-10","Santiago de Surco",3,2,140,140,296000,"Departamento"
"85342","2020-09-10","Chaclacayo",10,8,670,3000,970000,"Casa"
"85343","2020-09-10","Chaclacayo",9,8,670,3000,970000,"Casa"
"85352","2020-09-10","Barranco",4,3,200,200,348000,"Casa"
"85353","2020-09-10","Barranco",4,3,200,200,345000,"Casa"
"85359","2020-09-10","Chorrillos",6,4,315,234,135000,"Casa"
"85360","2020-09-10","Chorrillos",6,4,315,234,135000,"Casa"
"85798","2020-10-29","Ate",4,2,90,100,55000,"Casa"
"85803","2020-10-29","Ate",3,3,104,104,130000,"Departamento"
"85804","2020-10-29","Ate",3,3,98,98,222000,"Departamento"
"85806","2020-10-29","Lince",2,2,57,57,103000,"Departamento"
"85819","2020-10-29","La Molina",3,3,142,99,204000,"Departamento"
"85820","2020-10-29","La Molina",3,3,93,93,155000,"Departamento"
"85824","2020-10-29","San Borja",18,12,880,320,1320000,"Departamento"
"85825","2020-10-29","San Borja",2,3,87,87,185000,"Departamento"
"85827","2020-10-29","Surquillo",2,2,64,64,113775,"Departamento"
"85837","2020-10-29","Carabayllo",3,4,100,76,55000,"Casa"
"85850","2020-10-29","Los Olivos",3,2,90,90,120000,"Departamento"
"85866","2020-10-29","Miraflores",3,4,120,120,336957,"Departamento"
"85879","2020-10-29","Pachacamac",3,4,300,500,185000,"Casa"
"85881","2020-10-29","San Isidro",3,4,198,328,526000,"Departamento"
"85886","2020-10-29","San Isidro",1,1,70,82,159500,"Departamento"
"85889","2020-10-29","San Isidro",3,4,141,133,320000,"Departamento"
"85890","2020-10-29","San Miguel",2,2,126,42,99999,"Casa"
"85895","2020-10-29","San Miguel",3,2,71,71,80000,"Departamento"
"85898","2020-10-29","San Miguel",4,3,221,221,280000,"Departamento"
"85910","2020-10-29","Lima Cercado",1,2,38,38,69000,"Departamento"
"85915","2020-10-29","Pueblo Libre",2,2,91,91,147000,"Departamento"
"85920","2020-10-29","Jesús María",3,2,73,73,99000,"Departamento"
"85929","2020-10-29","Magdalena Del Mar",3,2,85,85,150000,"Departamento"
"85938","2020-10-29","Santiago de Surco",3,4,161,165,329000,"Departamento"
"85953","2020-10-29","Santiago de Surco",3,3,118,118,175000,"Departamento"
"85960","2020-10-29","San Juan de Lurigancho",6,4,200,120,105000,"Casa"
"85963","2020-10-29","San Juan de Lurigancho",2,1,80,80,95000,"Departamento"
"85965","2020-10-29","San Juan de Lurigancho",3,1,72,72,72000,"Departamento"
"85970","2020-10-29","San Juan de Miraflores",2,2,110,140,150000,"Casa"
"86006","2020-10-29","San Isidro",1,1,49,49,130000,"Departamento"
"86031","2020-10-29","Miraflores",3,3,123,123,235000,"Departamento"
"86032","2020-10-29","Miraflores",3,3,123,123,235000,"Departamento"
"86033","2020-10-29","Santiago de Surco",3,2,75,77,127000,"Departamento"
"86034","2020-10-29","Santiago de Surco",3,2,75,77,127000,"Departamento"
"86035","2020-10-29","Santiago de Surco",3,3,155,155,308000,"Departamento"
"86036","2020-10-29","Santiago de Surco",3,3,155,155,308000,"Departamento"
"86039","2020-10-29","Jesús María",3,2,78,78,88000,"Departamento"
"86040","2020-10-29","Jesús María",3,2,78,78,88000,"Departamento"
"86077","2020-10-29","Santiago de Surco",4,5,257,277,380000,"Casa"
"86078","2020-10-29","Santiago de Surco",4,5,257,277,380000,"Casa"
"86086","2020-10-29","Santiago de Surco",3,3,155,155,308000,"Departamento"
"86087","2020-10-29","Santiago de Surco",3,3,155,155,308000,"Departamento"
"86092","2020-10-29","San Martín de Porres",2,2,72,72,58000,"Departamento"
"86093","2020-10-29","San Martín de Porres",2,1,65,65,48000,"Departamento"
"86124","2020-10-29","Chorrillos",3,2,240,240,170000,"Casa"
"86125","2020-10-29","Chorrillos",3,2,240,240,165000,"Casa"
"86152","2020-10-29","Santiago de Surco",6,4,198,198,279000,"Departamento"
"86153","2020-10-29","Santiago de Surco",6,4,198,198,279000,"Departamento"
"86182","2020-10-29","Santiago de Surco",3,3,168,168,333000,"Departamento"
"86183","2020-10-29","Santiago de Surco",3,3,168,168,333000,"Departamento"
"86408","2020-10-02","Chorrillos",0,2,60,65,69000,"Departamento"
"86420","2020-10-02","San Miguel",1,1,75,75,115000,"Departamento"
"86426","2020-10-02","Rímac",2,1,98,98,110000,"Casa"
"86427","2020-10-02","Barranco",2,1,57,54,68000,"Departamento"
"86438","2020-10-02","San Juan de Lurigancho",2,2,70,70,86000,"Departamento"
"86439","2020-10-02","San Juan de Lurigancho",2,2,70,70,86000,"Departamento"
"86444","2020-10-02","Ate",3,2,85,141,200000,"Departamento"
"86447","2020-10-02","Ate",3,2,85,141,200000,"Departamento"
"86451","2020-10-02","Los Olivos",3,2,115,115,120000,"Departamento"
"86452","2020-10-02","Los Olivos",3,2,85,85,140000,"Departamento"
"86459","2020-10-02","Pueblo Libre",3,3,100,100,170000,"Departamento"
"86460","2020-10-02","Jesús María",3,2,94,94,140000,"Departamento"
"86469","2020-10-02","San Juan de Lurigancho",3,2,88,110,87000,"Departamento"
"86477","2020-10-02","San Juan de Miraflores",5,3,150,120,120000,"Casa"
"86481","2020-10-02","Pueblo Libre",6,6,400,165,490000,"Casa"
"86482","2020-10-02","Pueblo Libre",6,6,400,165,490000,"Casa"
"86483","2020-10-02","Santiago de Surco",6,3,290,160,430000,"Casa"
"86484","2020-10-02","Carabayllo",7,7,360,120,250000,"Casa"
"86485","2020-10-02","Los Olivos",7,9,412,268,380000,"Casa"
"86486","2020-10-02","Comas",9,6,337,188,154000,"Casa"
"86570","2020-08-26","La Molina",0,7,700,1690,1250000,"Casa"
"86571","2020-08-26","La Molina",2,1,170,170,320000,"Casa"
"86575","2020-08-26","Chorrillos",4,3,100,176,210000,"Casa"
"86576","2020-08-26","Los Olivos",8,3,216,95,265000,"Casa"
"86577","2020-08-26","San Borja",10,6,716,300,945000,"Casa"
"86626","2020-08-26","San Miguel",4,4,480,220,385000,"Casa"
"86627","2020-08-26","San Miguel",4,4,480,220,385000,"Casa"
"86751","2020-08-26","Magdalena Del Mar",2,2,85,85,169000,"Departamento"
"86756","2020-08-26","Lima Cercado",3,2,72,72,80000,"Departamento"
"86757","2020-08-26","Santiago de Surco",3,4,156,156,358800,"Departamento"
"86759","2020-08-26","Santiago de Surco",2,2,55,62,84500,"Departamento"
"86897","2020-08-26","Jesús María",1,1,45,45,90000,"Departamento"
"86899","2020-08-26","Lince",1,2,47,47,336096,"Departamento"
"86900","2020-08-26","Lince",1,2,47,47,336096,"Departamento"
"86901","2020-08-26","Lince",1,2,48,48,335040,"Departamento"
"86902","2020-08-26","Lince",1,2,48,48,335040,"Departamento"
"86905","2020-08-26","Lince",3,2,56,56,372960,"Departamento"
"86906","2020-08-26","Lince",2,2,56,56,411072,"Departamento"
"86907","2020-08-26","Lince",3,2,56,56,372960,"Departamento"
"86908","2020-08-26","Lince",2,2,56,56,411072,"Departamento"
"86910","2020-08-26","Lince",2,2,57,57,407328,"Departamento"
"86911","2020-08-26","Lince",2,2,57,57,407328,"Departamento"
"86912","2020-08-26","Ate",4,4,160,60,183000,"Departamento"
"86913","2020-08-26","Ate",4,4,160,60,183000,"Departamento"
"86914","2020-08-26","Puente Piedra",3,1,60,60,51000,"Departamento"
"86915","2020-08-26","Lince",3,2,64,64,428928,"Departamento"
"86916","2020-08-26","Lince",3,2,64,64,428928,"Departamento"
"86917","2020-08-26","Chorrillos",2,1,64,64,75000,"Departamento"
"86918","2020-08-26","Lince",1,2,67,67,332352,"Departamento"
"86919","2020-08-26","Lince",3,2,67,67,472992,"Departamento"
"86920","2020-08-26","Lince",3,2,67,67,472992,"Departamento"
"86921","2020-08-26","Lince",1,2,67,67,332352,"Departamento"
"86922","2020-08-26","Lince",3,2,68,68,485376,"Departamento"
"86923","2020-08-26","Lince",3,2,68,68,485376,"Departamento"
"86926","2020-08-26","San Miguel",3,2,70,70,95000,"Departamento"
"86927","2020-08-26","Jesús María",2,2,70,70,95000,"Departamento"
"86928","2020-08-26","Pueblo Libre",3,2,74,74,99000,"Departamento"
"86929","2020-08-26","Pueblo Libre",3,2,74,74,99000,"Departamento"
"86935","2020-08-26","Miraflores",2,3,83,83,220000,"Departamento"
"86936","2020-08-26","Magdalena Del Mar",3,2,83,83,128000,"Departamento"
"86937","2020-08-26","Ate",3,2,84,84,85000,"Departamento"
"86939","2020-08-26","Rímac",3,1,85,90,130000,"Departamento"
"86944","2020-08-26","San Luis",3,1,105,105,108000,"Departamento"
"86945","2020-08-26","San Luis",3,2,105,105,100000,"Departamento"
"86946","2020-08-26","La Molina",3,2,110,110,250000,"Departamento"
"86951","2020-08-26","Santiago de Surco",3,3,111,111,227000,"Departamento"
"86952","2020-08-26","Santiago de Surco",3,3,111,111,235000,"Departamento"
"86953","2020-08-26","Miraflores",2,2,118,118,185000,"Departamento"
"86954","2020-08-26","Miraflores",2,2,118,118,175000,"Departamento"
"86955","2020-08-26","San Isidro",2,3,120,120,263000,"Departamento"
"87384","2020-11-23","Comas",4,3,200,200,175000,"Casa"
"87391","2020-11-23","Barranco",3,2,79,79,99999,"Departamento"
"87409","2020-11-23","Chorrillos",3,2,75,75,118000,"Departamento"
"87442","2020-11-23","Lima Cercado",3,3,180,121,299000,"Casa"
"87446","2020-11-23","Pueblo Libre",3,2,88,88,137000,"Departamento"
"87447","2020-11-23","Pueblo Libre",3,2,85,85,132000,"Departamento"
"87448","2020-11-23","Pueblo Libre",2,2,65,65,100500,"Departamento"
"87449","2020-11-23","Pueblo Libre",2,1,65,65,100000,"Departamento"
"87450","2020-11-23","Pueblo Libre",3,1,89,89,138500,"Departamento"
"87451","2020-11-23","Pueblo Libre",3,2,76,76,120000,"Departamento"
"87457","2020-11-23","Magdalena Del Mar",3,2,89,89,125000,"Departamento"
"87491","2020-11-23","Villa María del Triunfo",5,3,60,1558,230000,"Casa"
"87787","2021-04-07","San Isidro",5,5,600,600,730000,"Casa"
"87815","2021-04-07","Puente Piedra",3,1,60,60,57000,"Departamento"
"87838","2021-04-07","Santiago de Surco",4,3,135,137,135000,"Departamento"
"87843","2021-04-07","San Juan de Miraflores",4,4,450,450,230000,"Casa"
"87999","2021-05-16","San Miguel",2,2,58,58,66500,"Departamento"
"88010","2021-05-16","San Martín de Porres",2,1,105,105,79000,"Casa"
"88055","2021-04-18","Lince",3,2,90,90,130000,"Departamento"
"88058","2021-04-18","La Molina",3,4,350,537,1000000,"Casa"
"88060","2021-04-18","La Molina",2,1,54,54,140000,"Departamento"
"88082","2021-04-18","San Isidro",3,3,521,521,2000000,"Departamento"
"88088","2021-04-18","La Victoria",4,2,126,43,165000,"Casa"
"88089","2021-04-18","Pueblo Libre",3,3,113,113,214000,"Departamento"
"88090","2021-04-18","Pueblo Libre",3,3,113,113,212000,"Departamento"
"88091","2021-04-18","Pueblo Libre",3,3,113,113,216000,"Departamento"
"88094","2021-04-18","Santiago de Surco",4,2,97,97,110000,"Departamento"
"88095","2021-04-18","Santiago de Surco",4,5,658,1101,1500000,"Casa"
"88099","2021-04-18","San Martín de Porres",9,7,420,160,200000,"Casa"
"88101","2021-04-18","San Martín de Porres",5,4,480,160,180000,"Casa"
"88103","2021-04-18","San Juan de Lurigancho",3,3,150,200,85000,"Casa"
"88241","2020-08-29","Comas",3,1,53,53,43000,"Departamento"
"88243","2020-08-29","Lince",1,1,58,58,94000,"Departamento"
"88244","2020-08-29","Lince",1,1,58,58,94000,"Departamento"
"88249","2020-08-29","Miraflores",3,1,102,102,180000,"Departamento"
"88301","2020-08-29","Ate",2,2,53,53,76000,"Departamento"
"88302","2020-08-29","Chaclacayo",3,2,65,66,49000,"Departamento"
"88304","2020-08-29","Lima Cercado",3,2,85,85,160000,"Departamento"
"88305","2020-08-29","Lima Cercado",3,2,85,85,160000,"Departamento"
"88306","2020-08-29","Lima Cercado",3,2,85,85,160000,"Departamento"
"88310","2020-08-29","Miraflores",3,2,121,121,275000,"Departamento"
"88311","2020-08-29","San Juan de Lurigancho",2,2,104,126,75000,"Departamento"
"88345","2020-08-29","Miraflores",3,3,200,275,800000,"Casa"
"88350","2020-08-29","Chorrillos",3,3,175,61,180000,"Casa"
"88353","2020-08-29","La Victoria",3,3,109,109,119900,"Departamento"
"88354","2020-08-29","Santiago de Surco",3,3,112,160,225290,"Departamento"
"88355","2020-08-29","Santiago de Surco",3,3,444,444,670000,"Casa"
"88356","2020-08-29","Santiago de Surco",3,3,137,206,266197,"Departamento"
"88357","2020-08-29","Santiago de Surco",3,3,200,235,470000,"Departamento"
"88374","2020-08-29","Santiago de Surco",4,4,325,325,730000,"Casa"
"88375","2020-08-29","Ate",3,4,154,82,140000,"Casa"
"88376","2020-08-29","Santiago de Surco",3,4,128,128,194514,"Departamento"
"88377","2020-08-29","Lima Cercado",3,4,190,190,390000,"Departamento"
"88378","2020-08-29","Ate",10,4,208,208,200000,"Casa"
"88379","2020-08-29","Ate",10,4,208,208,190000,"Casa"
"88383","2020-08-29","Miraflores",4,5,380,439,1100000,"Departamento"
"88390","2020-08-29","Santiago de Surco",7,6,440,300,579000,"Casa"
"88391","2020-08-29","Villa el Salvador",0,6,540,190,198000,"Casa"
"88393","2020-08-29","San Martín de Porres",11,10,539,105,340000,"Departamento"
"88419","2021-03-09","La Molina",4,6,520,740,1290000,"Casa"
"88436","2021-03-09","San Isidro",5,3,376,652,1298000,"Casa"
"88437","2021-03-09","San Miguel",2,2,63,63,72000,"Casa"
"88449","2021-03-09","Villa el Salvador",2,1,90,90,50000,"Casa"
"88450","2021-03-09","San Juan de Miraflores",3,1,125,165,145000,"Casa"
"88612","2021-03-09","La Molina",2,1,58,63,75000,"Departamento"
